deadline,wantedTitle,workPlcNm,plDetAddr,etcItm,emplymShp,frDd,toDd,oranNm,stmNm,clltPrnnum,clerk,clerkContt,homepage
마감,동춘동 삼성럭키아파트 경비원 채용,경기도 부천시,"14555 경기도 부천시 부천로198번길 27, (춘의동) 서림테크노파크 1차 204호. ","(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 북한이탈주민, 장애인 ",기타,20230816,20230830,주식회사 이데아그룹,워크넷,1,이건희,,
마감,화서블루밍 아파트 미화원 구인,경기도 성남시,"13615 경기도 성남시 분당구 돌마로 47, 이코노샤르망 713호, 엘림테크 (금곡동)",장애인 복지카드수당지급,기타,20230816,20230930,(주)엘림테크,워크넷,1,김영진,,
마감,군포 당동주공3단지 아파트 미화원 채용합니다.(장애인등록증 또는 장애인복지카드 소지자 우대),서울특별시 영등포구,"07275 서울특별시 영등포구 영등포로 21, 양평빌딩 301-2호 ","(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장애인 ",기타,20230816,20230830,엘림에스(주),워크넷,1,이윤필,02-6082-5457,
마감,반도유보라아이비파크 1단지 아파트 미화원 구인,인천광역시 계양구,"21069 인천광역시 계양구 오조산로57번길 15, 505호 (계산동)","(준)고령자(50세이상), 장애인 ",시간제 일자리,20230816,20230830,(주)현대종합관리,워크넷,1,김철하,,
마감,용인 신정마을 현대프라임 아파트 미화원 채용(장애인등록증 또는 장애인복지카드 소지자 우대),서울특별시 영등포구,"07275 서울특별시 영등포구 영등포로 21, 양평빌딩 301-2호 ","(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장애인 ",기타,20230816,20230830,엘림에스(주),워크넷,1,이윤필,02-6082-5457,
마감,송파시그니처 롯데캐슬 아파트 내부미화원 채용합니다.(장애인등록증 또는 장애인 복지카드 소지자 우대),서울특별시 영등포구,"07275 서울특별시 영등포구 영등포로 21, 양평빌딩 301-2호 ","(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장애인 ",기타,20230816,20230830,엘림에스(주),워크넷,2,이윤필,02-6082-5457,
마감,요양보호사 선생님을 모십니다.,충청북도 진천군,"27837 충청북도 진천군 진천읍 농다리로 1419, 진성빌딩 2동 1층 농다리주간보호센터 ","(준)고령자(50세이상), 고용촉진장려금대상자, 북한이탈주민, 운전면허증, 장애인, 차량소지자 ",기타,20230816,20231015,농다리주간보호센터,워크넷,1,김상용,043-536-9876,
마감,아파트 설비기사 모집,전라북도 익산시,"54555 전라북도 익산시 무왕로25길 21, 3층 서영주택관리 ","고용촉진장려금대상자, 장애인 ",기타,20230816,20230930,(주)서영주택,워크넷,1,이창곤,063-843-2412,http://www.seoyoung.co.kr
마감,하남 감일 제일풍경채아파트 내부 미화원 채용,경기도 남양주시,"12106 경기도 남양주시 순화궁로 249, M동 1631, 1632호 (별내동)","(준)고령자(50세이상), 장애인 .",기타,20230816,20230830,주식회사다우시스템,워크넷,1,박기권,,
마감,"컴퓨터(디자인, 캐드, OA)훈련교사를 모십니다.",전라북도 전주시,"54898 전라북도 전주시 덕진구 기린대로 452, 동인직업전문학교 5층 ","고용촉진장려금대상자, 장애인 ",기타,20230816,20230830,동인직업전문학교,워크넷,2,김건훈,063-271-2258,donginacademy.modoo.at
마감,경비원 모집(삼부토건 아산 신창면 건설현장),서울특별시 강남구,"06029 서울특별시 강남구 논현로175길 63, 호창빌딩 501호 ","(준)고령자(50세이상), 장애인, 차량소지자 ",기타,20230816,20230831,(주)두언,워크넷,1,김형선,02-516-5614,
마감,[동우농산] 남/녀 견과류 생산직원 채용 (셔틀버스 광주시내운행),경기도 광주시,"12730 경기도 광주시 초월읍 무갑길124번길 14-7, 동우농산(주) ","고용촉진장려금대상자, 고용허가제, 장애인 ",기타,20230816,20230831,동우농산(주),워크넷,4,안선애,070-8808-4059,www.greennuts.com
마감,"검단 모아미래도엘리트파크 경비반장, 경비원 모집",서울특별시 관악구,"08861 서울특별시 관악구 난곡로 50, 6층 (신림동)","고용촉진장려금대상자, 장애인 ",기타,20230816,20230910,성화개발(주),워크넷,4,길준오,02-2624-2256,
마감,아파트 외곽청소 모집 - 동탄 반도유보라 아이비파크 10.0 아파트,서울특별시 양천구,"08101 서울특별시 양천구 목동남로4길 31, (신정동, 이엠피 빌딩) 2층 ",장애인 ,기타,20230816,20231015,(주)이엠피서비스,워크넷,1,정구창,,www.empsvc.co.kr
마감,[원일판교호텔] 판교역 5분거리 공사현장 건물미화원 모집 (1명),서울특별시 성동구,04735 서울특별시 성동구 한림말길 41-21 (옥수동),"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장애인 ",기타,20230816,20230901,주식회사 삼오종합관리,워크넷,1,권선영,,
마감,"시각디자인(편집디자인, 그래픽디자인, 광고디자인, 웹디자인 등) 디자이너 모집",전라남도 해남군,"59031 전라남도 해남군 해남읍 북부순환로 227, 1층 ","고용촉진장려금대상자, 운전면허증, 장애인, 차량소지자 ※ 취약계층",기타,20230816,20230831,농터(주),워크넷,2,김효상,061-532-8855,www.ntnet.co.kr
마감,(은행동)아란트리아파트 미화원 구인,인천광역시 남동구,"21541 인천광역시 남동구 백범로 67, 502호 (만수동)",장애인 ,기타,20230816,20231015,하늘종합관리 (주),워크넷,1,이동원,,
마감,사회복지사 직원 모집,광주광역시 북구,61122 광주광역시 북구 서하로 231 ,"장애인 팀장 지원자 
- 사회복지 사례관리 업무 경험자 
- PCP(사람중심계획)지원 경험자 


팀원 지원자
- 장애인 동료상담 경험자 
- 자립생활지원 프로그램 진행 경험자",기타,20230816,20230823,우리이웃장애인자립생활센터,워크넷,2,주숙자,070-7825-5040,http://necil.kr
마감,[청년도약장려금 기업] 콜센터 전화 아웃바운드 정규직직원채용,대전광역시 중구,"34909 대전광역시 중구 계백로 1719, 센트리아오피스텔 6층 617호  키즈홈 ","고용촉진장려금대상자, 장애인 고용촉진장여금 대상자 우대합니다.",기타,20230816,20230909,(주)키즈홈통합지원센터,워크넷,2,이형희,0000-1600-0330,www.ikidshome.co.kr/
마감,사무관리전문직,부산광역시 사상구,"47019 부산광역시 사상구 대동로223번길 51, (학장동)1층 ","(준)고령자(50세이상), 고용촉진장려금대상자, 장애인 ",기타,20230816,20231013,사단법인 컴피장애인복지자립협회,워크넷,1,정희정,051-317-3332,
마감,병원 청소직원 모집,인천광역시 남동구,"21578 인천광역시 남동구 인주대로 670, 901호 (구월동)","(준)고령자(50세이상), 장애인 ",기타,20230816,20230916,(주)원중기업,워크넷,1,고재정,,
마감,이마트 원주점 김치반찬코너 휴무대체 사원모집,서울특별시 강동구,"05353 서울특별시 강동구 양재대로 1465, 5층 (주)한우리 종합 컨설팅 (길동)",장애인 ,기타,20230816,20230831,(주)한우리종합컨설팅,워크넷,1,유동진,02-6959-2348,www.hanwooritc.com
마감,자동차부품 입·출하 / 품질검사자 모집,대구광역시 달서구,"42703 대구광역시 달서구 성서로71길 43, (주)제이에스엔 ","보훈취업지원대상자, 북한이탈주민, 운전면허증, 장기복무 제대군인, 장애인, 차량소지자 지게차운전 가능자 우대, 자동차 부품업체 경력자 우대 등",기타,20230816,20230915,(주)제이에스엔,워크넷,2,"이광연,채승훈",031-461-8611,http://www.jung-sung.com
마감,[청목]장애인활동지원 전담인력 채용공고 (사회복지사),부산광역시 부산진구,"47209 부산광역시 부산진구 중앙대로 993, 1420호 (양정동)",장애인 ,기타,20230816,20230831,(법인)청목장애인활동지원 부산진구센터,워크넷,1,김명수,051-558-1377,
마감,함께나눔일터 보호작업장 사무원 구인,경상남도 창원시,"51558 경상남도 창원시 성산구 웅남로 316, 창원지식산업센터 102호, 104호 (웅남동) ","고용촉진장려금대상자, 보훈취업지원대상자, 운전면허증, 장애인, 차량소지자 ※ 우대 사항
  - 장애인 및 창원시 거주자 우대
  - 장애인직업재활시설 경력자 우대
  - 사회복지사 자격증 소지자 우대
  - 운전 가능자",기타,20230816,20230906,(사)경남지체장애인연합회 함께 나눔일터,워크넷,1,박성호,055-266-0220,
마감,현대오일뱅크 칠곡물류센터 -  경비원 채용 (채용 즉시 출근),서울특별시 종로구,"03131 서울특별시 종로구 율곡로 84, 902호(운니동) ","(준)고령자(50세이상), 장애인 일반경비원 신임교육 이수자 필수",기타,20230816,20231001,(주)두드림원,워크넷,1,문년부,02-6365-8502,
마감,광교복합체육센터 (관리직)근로자(기술직 8급) 채용 공고,경기도 수원시,16308 경기도 수원시 장안구 경수대로 893 (조원동),"보훈취업지원대상자, 운전면허증, 장애인, 차량소지자 ",기타,20230814,20230821,수원시체육회,워크넷,1,박광국,031-290-6010,
마감,광교두산위브 아파트 미화원 구인,경기도 성남시,"13615 경기도 성남시 분당구 돌마로 47, 이코노샤르망 713호, 엘림테크 (금곡동)",장애인 복지카드수당,기타,20230814,20230930,(주)엘림테크,워크넷,1,김영진,,
마감,2023년 하반기 경기도일자리재단 정규직 직원 채용 공고,경기도 부천시,"14566 경기도 부천시 부천로136번길 27, 원미어울마당 3층 (원미동)","보훈취업지원대상자, 장애인 ",기타,20230814,20230831,재단법인 경기도일자리재단,워크넷,10,채이배,031-270-9632,www.gjf.or.kr/
마감,[백세요양병원]  조리원 선생님 모십니다.,대전광역시 중구,"34934 대전광역시 중구 대종로 437, 백세요양병원 (대흥네거리 앞) (대흥동)","(준)고령자(50세이상), 고용촉진장려금대상자, 장애인 ",기타,20230814,20231013,백세요양병원,워크넷,1,한지희,042-226-0101,
마감,[영덕동 흥덕마을]아파트 미화원 채용,서울특별시 강서구,"07591 서울특별시 강서구 공항대로 325, 에이스빌딩 7층 ",장애인 ,기타,20230814,20231013,(주)에코그린티엠,워크넷,1,백송이,,http://echogreentm.co.kr
마감,가구 납품 및 생산보조 구함,경상북도 상주시,"37112 경상북도 상주시 함창읍 영동길 9-32, 사회적협동조합 대광 ","(준)고령자(50세이상), 장애인 ",기타,20230814,20230830,사회적협동조합 대광,워크넷,1,허만종,054-541-6666,http://www.deakwang.com
마감,[토당동] 대림아파트 미화원 모집,서울특별시 노원구,"01860 서울특별시 노원구 섬밭로 12, 2층 (공릉동)","(준)고령자(50세이상), 장애인 ",시간제 일자리,20230814,20230828,동진종합시스템(주),워크넷,1,정기수,,
마감,태왕아너스오션 전기과장 채용합니다,경상북도 포항시,"37583 경상북도 포항시 북구 장량로18번길 39-1, (주)영일에이치오엠 (장성동)","(준)고령자(50세이상), 고용촉진장려금대상자, 장애인 ",기타,20230814,20230828,주식회사영일에이치오엠,워크넷,1,차창섭,054-251-8811,
마감,디스플레이공정 청정관리,충청남도 아산시,"31454 충청남도 아산시 탕정면 삼성로 181, 삼성디스플레이(주)아산1캠퍼스 內 (주)제이씨텍 ","(준)고령자(50세이상), 고용촉진장려금대상자, 운전면허증, 장애인, 차량소지자 ",기타,20230814,20230828,제이씨텍,워크넷,1,임재천,041-535-2381,
마감,[주5일/주간고정/높은급여/기숙사/통근버스] 스틸파이프 생산 사원 및 공무팀 사원 대모집,충청남도 천안시,"31154 충청남도 천안시 서북구 차돌고개4길 44, 2층 (주)BTP코리아 (쌍용동)","운전면허증, 장애인, 차량소지자 ",기타,20230814,20230831,비티피코리아,워크넷,10,이인기,041-417-2613,
마감,판교원마을7단지 경비원 모집(복지카드 소지자),경기도 성남시,"13615 경기도 성남시 분당구 돌마로 47, 이코노샤르망 713호, 엘림테크 (금곡동)",장애인 담당자 연락없이 관리사무소 방문 절대 금지!!!,기타,20230814,20230930,(주)엘림테크,워크넷,1,김영진,,
마감,2023년 하반기 서울물재생시설공단 공개 채용 공고,서울특별시 강남구,"06333 서울특별시 강남구 개포로 625, 서울물재생시설공단 (일원동)","보훈취업지원대상자, 장애인 ",기타,20230814,20230830,서울물재생시설공단,워크넷,17,박상돈,070-5223-1888,
마감,[신동백 서해그랑블2차]아파트 외곽 미화원 구인(복지카드 소지자우대),인천광역시 미추홀구,"22239 인천광역시 미추홀구 인주대로496번길 15, 부흥빌딩 3층 (주안동)",장애인 ,기타,20230814,20230828,주식회사 인성종합관리,워크넷,1,최영임,,
마감,당진시 수정동 써밋스퀘어 건물관리 소장 모집,서울특별시 광진구,"04918 서울특별시 광진구 능동로 329, 4층 (중곡동)","(준)고령자(50세이상), 장기복무 제대군인, 장애인 건물시설물관리, 관리비부과등 경험 있으신분",기타,20230814,20230831,(주)드림잡,워크넷,1,박수인김재혁,02-774-0207,www.newdreamjobs.co.kr
마감,상인요양병원에서 야간당직 대기자를 모집합니다,대구광역시 달서구,"42748 대구광역시 달서구 월배로 247, 상인요양병원 2층 (상인동)","(준)고령자(50세이상), 운전면허증, 장애인 ",기타,20230814,20230822,상인요양병원,워크넷,1,권상우,053-282-5002,www.sih.co.kr
마감,(사)한국교통장애인세종시협회 직원 채용공고,세종특별자치시 한누리대로,"30150 세종특별자치시  한누리대로 2143, 806호 (보람동)","운전면허증, 장애인, 차량소지자 ",기타,20230814,20230828,한국교통장애인세종시협회,워크넷,1,길현명,044-863-6116,www.sejongtda.com/
마감,아파트 관리소장 모집,전라북도 익산시,"54555 전라북도 익산시 무왕로25길 21, 3층 서영주택관리 ","(준)고령자(50세이상), 고용촉진장려금대상자, 장애인 ",기타,20230814,20230930,(주)서영주택,워크넷,1,이창곤,063-843-2412,http://www.seoyoung.co.kr
마감,2023년 하반기 Web(java) 개발자 수시채용,경기도 고양시,"10495 경기도 고양시 덕양구 중앙로 560, 화성프라자 5층 501-5호 (행신동)","고용촉진장려금대상자, 보훈취업지원대상자, 북한이탈주민, 장애인 · 신입 또는 경력기간 3년이상 해당업무 유 경험자 
·해외여행에 결격 사유가 없는 자
·학력 제한 없음.
·근면, 성실한 분들만 지원 바랍니다.
******** 장애인 경우 일함에 있어 최대한 불편하지 않게 해 드립니다.**********",기타,20230814,20230828,(주)거룡아이티,워크넷,5,신승철,031-979-3316,grit.co.kr
마감,대잠센트럴하이츠 기전주임 채용,경상북도 포항시,"37583 경상북도 포항시 북구 장량로18번길 39-1, (주)영일에이치오엠 (장성동)","고용촉진장려금대상자, 장애인 ",기타,20230814,20230821,주식회사영일에이치오엠,워크넷,1,차창섭,054-251-8811,
마감,다대동 장애인활동지원사 구인,부산광역시 사하구,49462 부산광역시 사하구 을숙도대로 660 (장림동),장애인 ,기타,20230814,20230831,부산 어울림 장애인 자립생활센터,워크넷,1,신은범,051-265-5585,
마감,사회복지사 구인합니다,부산광역시 사하구,49462 부산광역시 사하구 을숙도대로 660 (장림동),"운전면허증, 장애인 장애인활동지원사업 바우처 경력자 우대",기타,20230814,20230831,부산 어울림 장애인 자립생활센터,워크넷,1,신은범,051-265-5585,
마감,(주)리썸 에스앤에스 (삼성전자 수원) 주차관리 야간 격일교대 채용,경기도 화성시,18516 경기도 화성시 정남면 세자로 317-47 ,"운전면허증, 장애인, 차량소지자 ",기타,20230814,20231013,(주)리썸 S&S,워크넷,1,임병훈,031-200-9241,
마감,삼성협력사 회계팀 과장급 경력직(7년이상~10년미만) 채용,서울특별시 금천구,"08593 서울특별시 금천구 가산디지털2로 11, 신성씨앤티 본사 (가산동)","고용촉진장려금대상자, 장애인 ",기타,20230814,20231013,(주)신성씨앤티,워크넷,1,김현구,02-3282-0626,www.shinsungcnt.com
마감,광교지구체육시설 환경미화 채용공고,경기도 수원시,16308 경기도 수원시 장안구 경수대로 893 (조원동),"보훈취업지원대상자, 장애인 ",기타,20230814,20230821,수원시체육회,워크넷,1,박광국,031-290-6010,
마감,광교체육센터 수영강사 채용 공고,경기도 수원시,16308 경기도 수원시 장안구 경수대로 893 (조원동),"보훈취업지원대상자, 장애인 ",기타,20230814,20230821,수원시체육회,워크넷,1,박광국,031-290-6010,
마감,광교지구체육시설 시설주임 채용 공고,경기도 수원시,16308 경기도 수원시 장안구 경수대로 893 (조원동),"보훈취업지원대상자, 운전면허증, 장애인 ",기타,20230814,20230821,수원시체육회,워크넷,1,박광국,031-290-6010,
마감,수원시체육회 헬스트레이너 채용 공고,경기도 수원시,16308 경기도 수원시 장안구 경수대로 893 (조원동),"보훈취업지원대상자, 운전면허증, 장애인 ",기타,20230814,20230821,수원시체육회,워크넷,1,박광국,031-290-6010,
마감,광교복합체육센터 (관리직)근로자(행정직 9급) 채용 공고,경기도 수원시,16308 경기도 수원시 장안구 경수대로 893 (조원동),"보훈취업지원대상자, 운전면허증, 장애인 ",기타,20230814,20230821,수원시체육회,워크넷,1,박광국,031-290-6010,
마감,"입주 및 준공청소, 에어컨 분해청소, 정규 직원 채용",대구광역시 서구,"41805 대구광역시 서구 국채보상로 420-9, 1층 (비산동)","(준)고령자(50세이상), 운전면허증, 장애인 ",기타,20230811,20230930,그린라이프(주),워크넷,1,박성태,,www.glk.kr
마감,[동막역]해송마을 동남아파트 내부 청소원,인천광역시 계양구,"21111 인천광역시 계양구 효서로 226, 2층 201호(현대백화점내) (작전동)",장애인 ,기타,20230811,20231010,(주)우리비젼,워크넷,1,이성순,,
마감,강남구 일원목련타운 아파트 경비원 구인,경기도 성남시,"13615 경기도 성남시 분당구 돌마로 47, 이코노샤르망 713호, 엘림테크 (금곡동)",장애인 복지카드수당,기타,20230811,20230915,(주)엘림테크,워크넷,1,김영진,,
마감,청소차 운전직 구인,충청북도 제천시,27125 충청북도 제천시 송학면 입석중앙로 3 ,"(준)고령자(50세이상), 장애인 장애인 우대",기타,20230811,20230831,삼성산업(주),워크넷,1,박종철,043-640-9321,
마감,［구미고용센터 채용대행］한화시스템 제조직군 계약직 채용,경상북도 구미시,39376 경상북도 구미시 1공단로 244 (공단동),"보훈취업지원대상자, 장애인 ",기타,20230811,20230818,한화시스템(주),워크넷,25,김연철,054-440-3369,
마감,마포구 공덕동 경비원 구인,경기도 성남시,"13615 경기도 성남시 분당구 돌마로 47, 이코노샤르망 713호, 엘림테크 (금곡동)",장애인 장애복지수당,기타,20230811,20230831,(주)엘림테크,워크넷,1,김영진,,
마감,안산시이동편의시설기술지원분야 기술직원 모집,경기도 안산시,"15585 경기도 안산시 상록구 차돌배기로 24-3, 안산시장애인지원센터 103호 (사동)","장애인, 차량소지자 ",기타,20230811,20231009,(사)한국지체장애인협회경기도협회안산시지회,워크넷,1,권태익,031-485-4541,http://kgppd-ansan.or.kr
마감,[분당]신성이엔지 미화원 급구,경기도 용인시,"16943 경기도 용인시 수지구 광교중앙로296번길 10, 203호 (상현동)",장애인 ,기타,20230811,20230826,주식회사위드엠,워크넷,1,전정훈,031-8081-5010,http://www.withm.biz/
마감,아파트 설비기사 모집,전라북도 익산시,"54555 전라북도 익산시 무왕로25길 21, 3층 서영주택관리 ","(준)고령자(50세이상), 고용촉진장려금대상자, 장애인 ",기타,20230811,20230930,(주)서영주택,워크넷,1,이창곤,063-843-2412,http://www.seoyoung.co.kr
마감,(대치역)대치퍼스트빌딩 미화원 모집(복지카드 소지자 우대합니다.),서울특별시 구로구,"08302 서울특별시 구로구 구로중앙로 60, 501호 (구로동, 대림오페라타워)",장애인 ,기타,20230811,20230831,주식회사 한빛종합관리,워크넷,1,김광용,,http://www.hb4u.co.kr/main/?load_popup=1
마감,본사 현장관리(시설) 경력직 모집,서울특별시 마포구,"04059 서울특별시 마포구 와우산로 118, 5층 주식회사 서비스플러스 (창전동)","운전면허증, 장애인, 차량소지자 ",기타,20230811,20230910,(주)서비스플러스,워크넷,1,최영호,02-325-0111,
마감,아이돌보미 모집(자택 소아암 환아 돌봄 서비스 지원),서울특별시 마포구,"03993 서울특별시 마포구 동교로27길 3-10, 3층 희경빌딩(동교동) (동교동)","(준)고령자(50세이상), 장애인 ",기타,20230811,20230919,(재)다솜이재단,워크넷,1,양용희,070-4633-7106,
마감,경기콘텐츠진흥원 2023년 3분기 기간제근로자 채용공고,경기도 부천시,"14557 경기도 부천시 부천로198번길 18, 춘의테크노파크 2차 202동 9층 (춘의동)","북한이탈주민, 장애인 ",기타,20230811,20230822,재단법인 경기콘텐츠진흥원,워크넷,1,민세희,032-623-8014,
마감,노인맞춤돌봄서비스사업 생활지원사 모집,광주광역시 북구,"61044 광주광역시 북구 하서로 950, 효령노인복지타운 ","보훈취업지원대상자, 운전면허증, 장애인 ",기타,20230811,20230818,광주광역시사회서비스원 효령노인복지타운,워크넷,2,조호권,062-603-9895,
마감,아파트 설비기사 모집,전라북도 익산시,"54555 전라북도 익산시 무왕로25길 21, 3층 서영주택관리 ","(준)고령자(50세이상), 고용촉진장려금대상자, 장애인 ",기타,20230811,20230930,(주)서영주택,워크넷,1,이창곤,063-843-2412,http://www.seoyoung.co.kr
마감,교직원 공제회 충북회관 경비원 모집,서울특별시 마포구,"04173 서울특별시 마포구 삼개로 16, 근신빌딩 제2신관 301호 (도화동)","고용촉진장려금대상자, 운전면허증, 장애인, 차량소지자 ",기타,20230811,20231009,(주)유앤미시스템,워크넷,1,오태훈,02-711-7341,http://www.unmesys.co.kr
마감,"물리치료사,  작업치료사님을 모십니다.",인천광역시 중구,"22359 인천광역시 중구 운남동로 38-28, 큰사랑주야간복지센터 ","(준)고령자(50세이상), 고용촉진장려금대상자, 고용허가제, 보훈취업지원대상자, 북한이탈주민, 운전면허증, 장기복무 제대군인, 장애인, 차량소지자 ",기타,20230810,20230823,큰사랑주야간복지센터,워크넷,1,윤경희,032-746-0882,
마감,[남광빌딩] 잠실역 방이동 먹자골목 인근 미화원 1명,서울특별시 성동구,"04735 서울특별시 성동구 한림말길 41-21, 2층 (옥수동)",장애인 ,기타,20230810,20230831,(주)삼오관리,워크넷,1,권선영,,
마감,애월 카페에서 바리스타 모십니다. (1인 기숙사 가능),제주특별자치도 제주시,"63047 제주특별자치도 제주시 애월해안로 610, 1층 (애월읍)","고용촉진장려금대상자, 장애인 ",기타,20230810,20230930,큐티파이,워크넷,1,한정철,,
마감,청소 직원구인,경상북도 포항시,37633 경상북도 포항시 북구 새천년대로1001번길 2-19 ,"장애인, 차량소지자 ",기타,20230810,20231008,스마일종합환경,워크넷,1,임정권,,xn--289a90wn0g07e4mbz65b2pb.com/layout/basic/page/company.html
마감,POS 및 키오스크 설치 및 운영 직원 모집,서울특별시 금천구,"08511 서울특별시 금천구 디지털로9길 47, 한신IT타워 2차 2층, 7층 704-04호 (가산동)","(준)고령자(50세이상), 고용촉진장려금대상자, 운전면허증, 장애인 ",시간제 일자리,20230810,20230831,주식회사 청년기업,워크넷,2,서동운,0000-1544-0691,
마감,"[월2,140,000원] 이마트 이천점 김치,반찬코너 사원모집",서울특별시 강동구,"05353 서울특별시 강동구 양재대로 1465, 5층 (주)한우리 종합 컨설팅 (길동)",장애인 ,기타,20230810,20231008,(주)한우리종합컨설팅,워크넷,1,유동진,02-6959-2346,www.hanwooritc.com
마감,청라 지식산업센터 내부 미화원 채용,인천광역시 부평구,"21354 인천광역시 부평구 신트리로6번길 6, 혜성빌딩 5층 501호 (부평동) ","(준)고령자(50세이상), 장애인 ",기타,20230810,20230824,주식회사휴먼앤비젼,워크넷,1,최우석,,http://www.human-vision.co.kr
마감,[부평SKVIEW해모로 아파트] 미화직원 구인,서울특별시 구로구,"08298 서울특별시 구로구 공원로 3, 아스타아이비에스 (구로동)","(준)고령자(50세이상), 장애인 ",기타,20230810,20230831,(주)아스타아이비에스,워크넷,1,임만규,,
마감,태안평천3단지 경비원 구인,서울특별시 관악구,"08861 서울특별시 관악구 난곡로 50, 6층 (신림동)","고용촉진장려금대상자, 장애인 ",기타,20230810,20230831,성화개발(주),워크넷,2,길준오,02-2624-2256,
마감,상가건물 미화원 모집,경기도 안양시,"14054 경기도 안양시 동안구 시민대로 267, 아크로펠리스 211호 (관양동)","고용촉진장려금대상자, 보훈취업지원대상자, 장애인 ",기타,20230810,20230831,주식회사 미래관리,워크넷,1,이상홍,031-317-0771,
마감,대보건설 인천 예비군 훈련장 공사현장 경비원(격일제) 채용,서울특별시 서초구,"06587 서울특별시 서초구 방배로32길 73, 양지빌딩403호 (방배동)","(준)고령자(50세이상), 보훈취업지원대상자, 장애인 ",기타,20230810,20231006,국도안전관리(주),워크넷,1,최준호,031-8045-3268,www.kukdo1228.co.kr
마감,아파트  청소원구함-봇들마을9단지아파트(외곽 및 분리수거),서울특별시 금천구,"08505 서울특별시 금천구 가산디지털2로 123, 512호. (가산동)","장애인 장애인 수당 50,000 별도 지급",기타,20230810,20230831,(주)효명종합관리,워크넷,1,김종호,02-852-8018,
마감,한남동 볼보빌딩에서 단시간 미화원을 모집합니다.,서울특별시 마포구,"04041 서울특별시 마포구 와우산로 71, 3층 바른손 에프엠 ",장애인 ,시간제 일자리,20230810,20231009,주식회사 바른손에프엠,워크넷,1,오일환,,
마감,생산보조직 채용모집,경기도 용인시,17096 경기도 용인시 기흥구 하갈로86번길 46 (하갈동),장애인 ,기타,20230810,20231009,(주)범일유통,워크넷,10,이성재,,
마감,재가요양보호사 구인,경기도 부천시,"14768 경기도 부천시 소사로148번길 88-7, . (소사본동)",장애인 ,시간제 일자리,20230810,20231009,소망노인복지센터,워크넷,1,문제명,,
마감,길요양원 요양보호사 모집합니다(주간+주주야야),서울특별시 노원구,01701 서울특별시 노원구 한글비석로15길 48 ,"(준)고령자(50세이상), 고용촉진장려금대상자, 장애인 * 요양시설에서 요양보호사로 근무한 경력자 우대",기타,20230810,20230824,길요양원,워크넷,1,손형곤,02-939-6991,
마감,[행신동] 햇빛마을18-1단지 아파트 미화원 구인,인천광역시 미추홀구,"22239 인천광역시 미추홀구 인주대로496번길 15, 부흥빌딩 3층 (주안동)",장애인 ,기타,20230810,20230824,주식회사 인성종합관리,워크넷,1,최영임,,
마감,병원 건물 미화원 / 청소원 모집 합니다.,인천광역시 남동구,"21572 인천광역시 남동구 남동대로733번길 33, 국제빌딩 401호 (구월동)","(준)고령자(50세이상), 장애인 장기간 근무 가능하신 분 우선 채용 합니다.",기타,20230810,20230831,두리개발산업(주),워크넷,1,김태선,032-524-5858,
마감,[동래구 온천동] 동래 SK VIWE 아파트 미화원 채용,부산광역시 동구,"48729 부산광역시 동구 중앙대로 338, 연합뉴스빌딩6층 (초량동)","(준)고령자(50세이상), 장애인 ",기타,20230810,20230818,(주)고태,워크넷,1,고선태,051-462-5191,http://
마감,부산항 신항 서컨테이너부두 동원글로벌터미널부산(주) 보건관리자 신규 채용,경상남도 창원시,51611 경상남도 창원시 진해구 신항4로 41-28 ,"보훈취업지원대상자, 장애인 ",기타,20230810,20230816,동원글로벌터미널부산(주),워크넷,1,김창훈,051-630-3313,
마감,[월-금근무 / 신입] 니토옵티칼 직원식당 사원모집,서울특별시 강동구,"05353 서울특별시 강동구 양재대로 1465, 5층 (주)한우리 종합 컨설팅 (길동)","(준)고령자(50세이상), 장애인 ",기타,20230810,20230910,(주)한우리종합컨설팅,워크넷,1,유동진,02-2038-8379,www.hanwooritc.com
마감,창원 성산구 기업체 주간경비원 구인,부산광역시 북구,"46524 부산광역시 북구 화명신도시로 133, B-102호 (화명동)",장애인 ,기타,20230810,20230824,(주)굿텍,워크넷,1,한용기,051-364-4330,good-tec.co.kr
마감,[월10회이상휴무/초보가능] 신세계백화점 강남점 직원식당 사원모집,서울특별시 강동구,"05353 서울특별시 강동구 양재대로 1465, 5층 (주)한우리 종합 컨설팅 (길동)","(준)고령자(50세이상), 장애인 ",기타,20230810,20230910,(주)한우리종합컨설팅,워크넷,1,유동진,02-2038-8379,www.hanwooritc.com
마감,PCB 설계 엔지니어,경기도 안양시,"14059 경기도 안양시 동안구 흥안대로427번길 38, 성지스타위드 1104호 ",장애인 Altium 사용자 우대,기타,20230810,20231009,예일테크,워크넷,1,이경숙,031-345-6800,www.yale-tech.com
