구인상태,사업장명,근무지역,직종,연령,성별,급여,근무시간,채용인원,근무내용,지원방법,지원서류,업종,종류,구인제목,근무형태,경력조건,접수마감
구인마감,서울노인복지센터,종로구 경운동,사회복지사,~만60세,무관,내용참조,,1명,"[채용] 서울노인복지센터 직원 채용 공고(사회복지사)*지원자격-사회복지사 자격증 1급 소지자(필수)-노인종합복지관 경력자 우대-후원사업 및 홍보 업무 경험자 우대*주5일 40시간*급여: 서울시 사회복지시설 종사자 인건비 지급기준에 의함(월219만원 이상)*서울시노인종합복지관 정년: 만60세*방문, 우편, 이메일 접수(~11/2(수) 18:00까지 접수)*주소: 03147) 서울시 종로구 삼일대로 467(경운동), 서울노인복지센터 3층 TOP 사무실*이메일: s1505@swcs.bizmeka.com*문의 행정지원팀 지은석 02-6220-8572*기타 자세한 사항은 아래 홈페이지 링크 확인https://seoulnoin.or.kr/story/notice_view.asp?idx=1588&p_idx=1490&pp_idx=1515&tn=tblNotice&p=1&keyword=&keyfield=",내용참조,,,민간,종로구 경운동 사회복지사 모집,,무관,모집 완료 시 마감
구인마감,애동유치원,관악구 신림동,방역원,무관,여성,월100만원,12:00~16:00,1명,"[방역인력 모집]*직무내용: 학급방역, 돌봄업무등*월~금 12:00~16:00*월 100만원*근로기간: 2023년 2월까지 예정*근무지 서울특별시 관악구 법원단지길 56*1식제공",*상담사 알선 02-6220-8640,,,민간,관악구 신림동 방역원 모집,,무관,모집 완료 시 마감
구인마감,선혜어린이집,강남구 개포동,보육도우미,~만59세,여,월96만원,10:00~14:00,1명,"<선혜어린이집 보육도우미(청소분야) 채용, 장애인 우대>*월~금 10:00~14:00(4시간)*시급 9160원(월96만원 정도)*근무지 서울특별시 강남구 선릉로 8  삼성래미안 브레스티지단지 내*복지카드 소지자 우대*여 ~만59세",*상담사 알선 02-6220-8640,,,민간,강남구 개포동 보육도우미 모집,,무관,모집 완료 시 마감
구인마감,여의도침례교회,영등포구 여의도동,청소원,~만59세,여,월200만원,,1명,"여의도 침례교회 교회시설 미화원 채용*근무시간 월~금 07:00 ~ 16:00/ 토 07:00~11:00(휴게시간 포함)*월 200~210만원 (수습3개월) 급여동일*식사 2식 제공(조식, 중식)*근무지 서울특별시 영등포구 국제금융로 118 (여의도동)*여 ~만59세",*상담사 알선 02-6220-8640,,,민간,영등포구 여의도동 청소원 모집,,무관,모집 완료 시 마감
구인마감,성원산업(주),서초구 서초동,빌딩경비원,~만59세,남,월250만원,,1명,빌딩경비원 1명 채용*격일 근무 07:00~익일07:00(휴게 8시간)*월 250만원*필수: 일반경비원신임교육 이수증*근무지 서울 서초구 반포대로12길 41*남 59세까지,*상담사 알선 02-6220-8640,,,민간,서초구 서초동 빌딩경비원 모집,격일,무관,모집 완료 시 마감
구인마감,(주)아미티에이,동대문구 장안동,주차안내원,60대초반까지,남,월205만원,15:00~23:00,1명,"관광호텔 주차 안내(오후조) 요원*월~토 15시~23시(휴게 1시간 포함)*월205만원(식대 별도 지급)*필수: 운전면허 소지자*우대: 기계식주차교육 이수자, 복지(경증)카드 소지자*근무지: 서울특별시 동대문구 천호대로 383 (장안동)*남 60대중반까지",*상담사 알선 02-6220-8640,,,민간,동대문구 장안동 주차안내원 모집,,무관,모집 완료 시 마감
구인마감,은평구청,은평구 인근,산불전문예방진화대,무관,무관,"일급73,280원",,10명,"원본링크서울특별시 은평구 공고 제2022 - 1652호   2022년 가을철 산불조심기간(2022. 11. 1. ~ 12. 15.)산불전문예방진화대 모집 공고   은평구에서는 『2022년 가을철 산불전문예방진화대 모집계획』을 다음과 같이 공고합니다.  2022년   10월    일   은 평 구 청 장   1. 채용분야 및 인원 가. 채용인원 : 10명모집유형사 업 명사업기간채용인원(명)비고일 반산불방지대책추진사업2022. 11. 1. ∼ 12. 15.10     나. 작업내용  ? 산림 내 인화물질 제거 등 산불예방 및 감시 ? 산불 발생 시 초동진화 및 뒷불정리 등 수행 ? 기타 산림사업 관련업무 및 민원처리 등 ※ 기상 및 시행기관의 여건에 따라 사역기간이 조정될 수 있음   2. 채용방법 : 공개경쟁 채용   3. 자격요건 가.  자연생태분야 현장작업 활동에 지장이 없는 자 나.  만18세 이상 공고일 현재 은평구에 거주하는 자 다.  체력인증제 심사 결과 1~3등급인 자 (※ 체력인증서 발급 대상)※ 체력인증제 : 국민들의 신체활동 및 체력증진을 도모하고자 국민들의 단계적 체력 향상을 유도하고     체력인증 기준에 도달한 사람에게 국가가 체력수준을 인증해 주는 제도 라.  자격증(기능사 이상) 소지자, 공원?조경?생태분야 근로 유경험자, 장비 숙달자 우대 마.  중복참여와 반복참여의 제한 - 중복참여의 제한 : 전일제 사업에 하나라도 참여할 경우, 다른 사업과 참여일이 겹칠 경우 중복참여 불가능  - 반복참여의 제한 : 직접일자리 사업 반복참여는 최근 3년간 2년만 허용하고, 2년 초과 시 1년 참여 제한 ※ 다음과 같은 인적속성이 있는 자의 경우 반복참여를 허용    - 65세 이상 고령자*, 장애의 정도가 심한 장애인(중증)    - 「국민기초생활 보장법」에 따른 기초생활수급권자 중 근로능력, 질병 정도 등에 따라 반복참여를 허용할 상당할 이유가 있는 자   4. 응시원서 접수 및 전형 가. 접수기간 : 2022. 10. 25. 09:00~18:00 나. 접수방법 : 방문접수(우편·팩스 및 대리접수 불가) 다. 접수장소 : 은평구 공원녹지과(5층)   5. 제출서류 가. 응시원서, 이력서, 정보제공동의서 각 1부.(붙임문서 참조, 사진2매) 나. 주민등록등본 각 1부.(세대주 및 거주연수 확인용으로 공고일 이후 자료) 다. 체력인증서 1부(붙임문서 참조) ※ 2022. 4. 24. ~ 2022. 10. 25. 시행분에 한함 라. 우대대상 증빙서류(해당자는 증빙자료 제출)구          분내                    용경 력 증 명 서 공원?조경?생태분야에 종사한 경력 및 공무원?산림조합 등 산림관련사업 기관에 근무한 경력을 말함자    격    증 [국가기술자격법]에 의한 산림기능사 이상의 자격, [산림자원의 조성 및 관리에 관한 법률]의 규정에 의한 산림경영기술자와 산림공학기술자, 수목보호기술자 등 산림과 관련되는 자격을 증명하는 서류를 말함교육이수증명서 산림조합중앙회 또는 산림청 소속기관에서 직무관련 교육을 이수한 증명서를 말함 (산림보호강화사업 기술교육, 숲가꾸기 기술교육, 산불전문예방진화대 교육 등) ※ 단, 은평구청 공원녹지과 경력이 있을 경우 경력증명서 제출 생략 가능 라. 취업취약계층(해당자는 증빙자료 제출)구 분증빙 자료6개월 이상장기실업자?고용보험 피보험자 확인서?청년(만 29세 이하)은 졸업일 기준장애인?장애인증명서북한이탈주민?북한이탈주민등록확인서결혼이주자?국적 취득 전: 외국인등록증(F2비자), 가족관계등록부?국적 취득 후: 가족관계등록부여성가장?가족관계등록부6. 임금지급 및 근로조건 가. 근로시간 : 1일 8시간(09:00~18:00), 주5일, 점심시간 12:00~13:00 나. 임    금 ○ 73,280원/일 (국고보조사업으로 생활임금 적용 제외됨) 다. 4대 보험료 : 근로자의 임금에서 원천징수7. 채용일정구 분일 정장 소비 고채용공고2022. 10. 17. ∼ 10. 19.구 홈페이지 공고란 응시원서 등 관련서류 신청서접수2022. 10. 25.공원녹지과 사무실 방문접수(09:00∼18:00 접수, 휴일제외)우편 및 팩스접수 불가면접심사2022. 10. 27.공원녹지과 서고(10:00)   최종합격자 발표2022. 10. 28.합격자에 한하여 개별통보   채용예정일2022. 11. 1. ~ 12. 15.공원녹지과예산에 따라 탄력적 운용 ※ 상기 채용일정은 상황 등 여건에 따라 변동될 수 있음   8. 합격자 결정 가. 면접 심사 결과 최고 점수자 순으로 선발 나. 동점자의 경우 : 취업취약계층,자격증소지자>교육이수자>경력자>공원녹지분야에 적합하다고 인정되는 자 다. 합격자 이탈이나 결원 발생 시 점수(면접심사결과)순에 의해 채용   9. 안내사항 가. 사업의 여건에 따라 사업기간이 달라질 수 있음을 알려드립니다.  나. 접수 후 채용 대상자는 건강진단서를 제출하여야 하며, 진단서상 결격사유가 있을 경우 대상자에서 제외됩니다. 다. 접수는 방문접수를 원칙으로, 우편 및 팩스 접수는 불가하며 채용과정상의 결과는 일절 공개하지 않습니다.  라. 제출된 서류의 기재사항이 사실과 다를 경우 채용이 취소될 수 있으며, 제출된 서류는 일절 반환하지 않습니다. 마. 구비서류의 기재착오, 누락, 허위작성, 연락불능 등의 사유로 발생하는 불이익은 응시자의 책임으로 합니다. 바. 사업장까지의 출?퇴근은 개별적으로 해결하여야 합니다. 사. 상습적인 결근, 지각, 조퇴하거나 음주, 근무지 이탈 또는 감독자의 지시에 불응하는 등 근무태도가 불량한 경우 퇴직처리 될 수 있음을 알려드립니다. 아. 기타 자세한 사항은 공원녹지과(☎02-351-8022)로 문의바랍니다. 본 사업은 매년 예산에 따라 고용규모가 결정되어지는 단절사업으로 다음연도 근로계약에 대한 보장이 없다는 것을 알려드립니다.※ 채용 청탁 시 불이익을 받을 수 있음을 알려드립니다.",내용참조: 방문접수(10/25),산불전문예방진화대 채용 신청서 및 정보동의서.hwp,,민간,은평구 인근 산불전문예방진화대 모집,주5일,무관,모집 완료 시 마감
구인마감,서울특별시,광화문광장 인근,기간제근로자채용시험재공고(광화문광장사업과),무관,무관,내용참조,,18명,"원본링크 서울특별시 공고 제2022-2805호서울특별시 기간제 근로자 채용시험 재공고 서울특별시 광화문광장사업과에서 근무할 기간제 근로자를 다음과 같이 공개모집합니다.2022년 10월 13일서울특별시장1. 채용분야 및 선발예정인원채용분야채용구분채용등급채용인원근무예정 부서담당직무 내용녹지관리원일반기간제18명광화문광장사업과?광화문광장 녹지 공간 관리 및 청소   2. 응시자격 ? 공고일 현재 만 18세 이상인 자 ? 공고일 현재 서울시·경기도에 거주하며 주민등록을 마친 자 ? 정신질환, 전염병, 질병 등이 없고 응시분야별 업무 수행이 가능한 자   3. 응시 결격사유 ? 서울시(자치구 포함) 공무직 또는 기간제 근로자로 재직하면서 근무 불성실 등의 사유로 경고를 받거나 해고된 경력이 있는 자 ? 「아동·청소년의 성보호 관련 법률」 제56조 및 「아동복지법」 제29조 제3항에 의거 취업제한 명령을 선고 받은 자   4. 가산특전 ? 법률에 따라 만점의 일정비율(5% 및 10%) 가산 ?「독립유공자 예우에 관한 법률」제16조 「보훈보상대상자 지원에 관한 법률」제33조?「국가유공자 등 예우 및 지원에관한 법률」제29조?「5.18 민주유공자 예우에 관한 법률」제20조?「특수임무유공자 예우 및 단체설립에 관한 법률」제19조에 의한 취업지원대상자 ?「고엽제후유의증 등 환자지원 및 단체설립에 관한 법률」 제7조에 의한 고엽제후유의증 환자와 그 가족 ? 취업지원대상자 가점을 받아 합격한 자는 선발예정인원의 30%를 초과할 수 없음(단, 응시인원이 선발예정 인원과 같거나 그보다 적은 경우에는 그러하지 않음) ? 가산점을 적용받아 최종합격한 응시자는 해당 보훈청에 합격 사실을 반드시 통보 ? 취업지원대상자 등록 여부, 가산 비율은 응시자 본인이 사전에 국가보훈처(☎1577-0606) 등에 확인 필수 ? 가산점은 각 시험 단계마다 만점의 5~10%를 부여하며, 공개추첨 단계(녹지관리분야)에는 적용되지 않음   5. 고용 조건 ? 근무기간 : 2022.11.7.(월) ~ 2022.12.31.(토) ? 근무시간 : 주40시간, 1일 8시간  - 8:00 ~ 17:00(휴게 1시간) ※ 광화문광장 여건에 따라 근무시간이 변경될 수 있으며, 연장근로 및 휴일근무 등을 실시할 수 있음 ? 보수조건 : 금82,001원/일, 4대 사회보험 가입 등6. 시험일정 및 시험방법 ? 시험일정구  분일  정장  소기간비 고모집공고2022. 10. 13.(목)~10. 24.(월)서울시 홈페이지10일초일불산입원서접수2022. 10. 25.(화)~10. 27.(목)(10:00~18:00)서울특별시청 서소문2청사9층 광화문광장사업과3일중식시간(12시~13시) 제외서류(1차) 합격자 발표2022. 11. 1.(화)서울시 홈페이지1일   공개추첨(2차)2022. 11. 3.(목)1차합격자 발표 시 공고1일   최종 합격자 발표2022. 11. 4.(금)서울시 홈페이지1일   신규 임용2022.11. 7.(월)광화문광장사업과-    ※ 시험일정 등은 사정에 따라 변경될 수 있으며, 변경 시 서울시 홈페이지에 공고함 ? 응시원서 접수 - 접수기간 : 2022. 10. 25.(화)~10. 27.(목), <10:00~18:00, 중식시간(12시~13시) 제외> - 접 수 처 : 서울특별시청 서소문제2청사 10층 광화문광장사업과 광장관리팀, 담당 박종현 - 접수방법 : 방문접수 또는 우편접수(등기) ※ 대리접수 불가 ? 우편접수는 마감일 근무시간(18:00)까지 도착분에 한하여 유효함  ? 주소 : 서울특별시 중구 서소문로124 서울특별시청 9층 광화문광장사업과 광장관리팀 박종현 ※ 응시원서 양식(응시원서, 이력서, 자기소개서 등)은 공고문에 첨부된 양식을 출력하여 사용 ? 시험 방법 가. 1차시험(서류전형) : 결과 개별통지 및 홈페이지 공고 - 당해 직무수행에 관련된 응시자의 자격?경력 등이 소정의 기준에 적합한지 여부를 서면으로 심사 - 응시원서(공통), 이력서(공통), 자기소개서(공통), 개인정보 제공 동의서(공통), 주민등록등본(공통), 국민체력100 인증서, 해당분야 경력증명서 또는 재직증명서 및 증빙서류(해당자) 등 제출  응시자격(국민체력 100 인증 결과 포함) 및 경력 심사 ※ 응시원서 접수 기간 내 ‘국민체력 100’ 1~3등급 인증서 미제출 시 서류심사 불합격(인증서는 2022년 인증내역에 한하여 인정하며, 참가증은 불인정) ※ 국민체력 100 인증서 관련은 붙임 참조  - 경력인정범위 : 경력증명서 또는 재직증명서 발급으로 해당 응시분야에서 근무경력 증명이 구체적으로 가능한 경우 - 합격자 결정 : 고득점자 순으로 채용예정 인원의 3배수 선발 - 서류전형 배점 : 10점 만점(경력 기간 순) 경  력(10점)경력기간배  점7년 이상10점5년 이상 ~ 7년 미만9점3년 이상 ~ 5년 미만8점1년 이상 ~ 3년 미만7점1년 미만6점경력 없음5점 나. 2차시험(공개추첨) : 결과 개별통지 및 홈페이지 공고 - 1차시험 합격자를 대상으로 광화문광장사업과에서 공개추첨 실시 - 응시자 중 1명을 선정(자원)하여 최초 추첨 후 당첨자가 다음 당첨자를 추첨 (미참석 시 불합격, 대리참석 불가) 다. 최종 합격자 발표 : 결과 개별통지 및 홈페이지 공고 - 2차시험 합격자를 대상으로 결격사유 조회 등 검토 후 최종합격자 결정 - 예비합격자 : 채용인원의 1배수 ※ 예비합격자는 합격자 결원이 생길 경우 합격 처리할 수 있음(결원 발생 시 개별 통보 예정) 7. 제출서류 ? (공통)응시원서(붙임1 서식) 1부 ? (공통)이력서(붙임2 서식) 1부 - 이력서 상의 경력은 경력증명서에 의해 증명이 가능한 것만 작성 ? (공통)자기소개서(붙임3 서식) 1부 ? (공통)개인정보제공 동의서(붙임4 서식) 1부 ? (공통)주민등록등본(공고일 이후 발행본, 주민등록지 기재) 1부(원본, ※ 사본 제출 시 불인정) ? (공통)‘국민체력100 인증서’(2022년 인증내역) 1부(원본, ※ 사본 제출 시 불인정) ? (해당자)채용예정 직무분야의 경력증명서 또는 재직증명서 1부(원본, ※ 사본 제출 시 불인정) - 경력증명서는 공고일 기준 3개월이내 발행한 원본에 한 해 인정 - 근무기간, 직위, 직급 및 담당업무를 정확히 기재(발급 확인자 서명 및 연락처 포함)하고, 사업자등록증 등 기관 성격을 증명할 수 있는자료를 반드시 첨부(누락시 증명서 불인정) - 경력 내용이 불분명하거나 직장폐업 등의 사유로 증명이 불가능한 경우 사업자등록증, 법인등기부등본, 건강보험자격득실확인서(국민건강보험공단,http://www.nhic.or.kr에서 발급) 등 자료 제출 (해당 업종이 채용 직종과 관련된 회사임을 증명 가능한 경우에만 경력 인정) - 시간제 근무경력일 경우, 반드시 주 단위 근무시간을 명시한 증명서 제출 ※ 외국어로 기재된 증빙자료(경력증명서 등)의 경우, 한글 번역본(공증필)을 반드시 첨부 ※ 제출서류는 공고일 이후 발행분에 한하나(경력증명서 제외), 법에서 정한 유효기간이 있는 서류의 경우, 해당기간에 한해 인정 ※ 상기 제출서류 중 확인 불분명한 증빙서류에 대해서는 인정하지 않으며, 추가서류 제출을 요구할 수 있음   8. 기타(유의)사항 ? 응시희망자는 자격요건 등이 적합한지를 정확히 확인한 후 응시하시기 바랍니다. ? 해당분야에 적격자가 없을 경우 채용하지 않을 수 있으며, 합격자 통지 후라도 신원조사 및 채용신체검사, 학위검증 등을 통하여 결격사유가 발견될 경우 합격이 취소될 수 있습니다. ? 응시원서 등에 주소 및 전화번호 등 연락처를 반드시 기재하여 주시기 바랍니다(응시원서 상의 기재착오 또는 누락이나 연락불능으로 인하여 발생하는 불이익은 일체 응시자 본인의 책임으로 합니다). ? 응시자 제출서류는 채용여부가 확정된 이후 응시자(확정된 채용대상자는 제외)가 반환을 청구하는 경우 본인임을 확인한 후 「채용절차의 공정화에 관한 법률」 제11조(채용서류의 반환 등)에 따라 반환합니다. 다만, 같은 법 제7조제1항에 따라 홈페이지 또는 전자우편으로 제출된 경우나 응시자가 채용권자의 요구없이 자발적으로 제출한 경우에는 반환하지 않습니다. ? 합격이 취소되거나 합격자가 임용을 포기할 경우 등 결원발생에 대비하여 임용예정자의 1배수를 예비 합격자로 선발합니다. ? 응시원서 접수결과 응시자가 선발예정인원보다 같거나 적을 경우(없을 경우 포함)에는 가능한 1회 이상 재공고 후 시험을 실시할 예정입니다. ? 본 공고문은 사정에 의하여 변경될 수 있으며, 변경된 사항은 시험실시일 7일전까지 서울특별시 홈페이지 채용시험란에 공고합니다. ? 기타 상세한 내용은 ☎02-2133-7732로 문의하시기 바랍니다.",내용참조:방문 또는 우편접수(10/25~27),"(붙임1) 기간제(녹지관리원,) 채용시험 재공고.hwp",,민간,광화문광장 인근 기간제근로자채용시험재공고(광화문광장사업과) 모집,주5일,무관,모집 완료 시 마감
구인마감,(주)대명진흥개발,강서구 등촌동,빌라경비원,~69세,남,월144만원,,1명,등촌동 빌라 경비원 모집*당비주비 근무*1일차 07:00~익일07:00(휴게시간:12시간)/ 2일차 비번/ 3일차 09:00~19:00 (휴게시간:2시간)/ 4일차 비번*월144만원*근무지 서울특별시 강서구 등촌로39가길 42 (등촌동)*이수증 필수*남 ~69세,*상담사 알선 02-6220-8640,,,민간,강서구 등촌동 빌라경비원 모집,,무관,모집 완료 시 마감
구인마감,오신산업주식회사,강서구 등촌동,야간경비원,무관,남성,월210만원,,1명,"*야간 경비원*월~금 18:00~익일08:30, 토요일 격주 18:00~익일08:30(휴게시간 22:00~익일06:00)*월210만원*근무지 서울특별시 강서구 양천로 462(등촌동)",*상담사 알선 02-6220-8640,,,민간,강서구 등촌동 야간경비원 모집,,무관,모집 완료 시 마감
구인마감,씨유방배서문점,서초구 방배동,편의점 판매원,무관,무관,월200만원,,1명,"야간 편의점판매원 1명 채용*주5일, 일~목*23:00~08:00(휴게시간포함)*월200만원*근무지: 서초구 동광로21, 1층*일용계약으로 진행되어, 퇴직금 및 4대보험 가입 불가*초보 가능(임금 협의)",*상담사 알선 02-6220-8640,,,민간,서초구 방배동 편의점 판매원 모집,,무관,모집 완료 시 마감
구인마감,도봉구청,도봉구 방학동,청소업무지원,무관,무관,"일급86,128원",,3명,"원본링크도봉구 공고 제2022 - 1467호기간제근로자 채용 공고 도봉구청 자원순환과에서는 청소업무지원 기간제근로자 추가 채용을 다음과 같이공고합니다. 2022년  10월   일  도 봉 구 청 장1. 채용 개요 □ 채용인원: 기간제근로자 3명 □ 근무기간: 2022. 11. 1. ~ 2023. 8. 31. ※ 청소업무지원 기간제근로자 직전 참가자는 지원 불가 ※ 본 사업에 채용된 기간제근로자는 위 기간동안 한시적으로 채용됨  <!--[if !supportEmptyParas]--> <!--[endif]-->  2. 채용 직무: 청소업무지원(무단투기 쓰레기 수거 및 선별작업)  <!--[if !supportEmptyParas]--> <!--[endif]-->  3. 근무 조건 □ 보    수: 일급 86,128원(연도별 도봉구 생활임금조례 고시 준함) □ 수    당: 1주일 만근 시 주차, 1개월 만근 시 월차 수당 지급 □ 근무시간: 09:00 ∼ 18:00 (1일 8시간 근무, 점심시간 1시간) - 주 5일 근무 · 근무여건에 따라 탄력적 근무시간 적용 · 초과 및 휴일 근무 없음 · 연장근로수당은 업무성격상 필요성 없어 미지급4. 자격 요건 □ 동일 사업 직전 기간(2021. 11. 1. ~ 2022. 9. 30.) 근무하지 않은 자 □ 공고일 기준 도봉구에 주민등록이 되어 있는 자 □ 「행정안전부 공무직 등에 관한 운영 규정」 제12조(결격사유) 각 호의       결격사유가 없는 자5. 선발방법: 공개채용 □ 1차 서류심사 및 2차 면접심사: 선발기준(채점표)에 따라 합격자 결정 - 국가유공자법에 의한 취업지원대상자 가점 부여(국가유공자, 독립유공자) □ 동점자 처리: 취업지원대상자〉부양가족 많은 사람〉연장자순 우선 채용 6. 모집공고 □ 공고기간: 2022. 10. 11.(화) ∼ 10. 20.(목)(10일간) □ 접수기간: 2022. 10. 14.(금) 9:00 ∼ 10. 20.(목) 18:00(7일간)  * 방문 접수는 평일 근무시간(09:00~18:00)에 한함(토,일요일, 공휴일 제외)  * 근무시간 외 이메일 접수는 익일 처리 □ 접수방법: 도봉구청 3층 자원순환과 방문 접수 또는 전자우편 접수 □ 접 수 처: 자원순환과 도시청결팀 (☏ 2091-3265, 전자우편 jink0206@dobong.go.kr) □ 면접시험: 2022. 10. 26.(수) 10:00 □ 면접장소: 도봉구청 M4층 위당홀  <!--[if !supportEmptyParas]--> <!--[endif]-->  7. 합격자 발표 □ 합격자 발표: 2022. 10. 28.(금) □ 합격자 통보: 도봉구 홈페이지 게시 및 개별 유선 통지  <!--[if !supportEmptyParas]--> <!--[endif]-->  8. 제출서류 □ 채용 신청서 1부 □ 이력서(사진 부착) 1부 □ 주민등록등본, 주민등록초본 각 1부 (행정정보공동이용 1번 항목 동의 시 미제출 가능) □ 개인정보 수집 및 이용 동의서 및 행정정보공동이용 동의서 1부 □ 취업지원대상자, 장애인 부양여부 증명서 등 (해당자만 제출)  <!--[if !supportEmptyParas]--> <!--[endif]-->  9. 기 타 □ 위에서 규정하지 않은 기타 채용, 근로계약, 복무관리 등은『서울특별시  도봉구 기간제근로자 관리 규정』에 따릅니다. □ 응시자 제출서류는 ?채용절차의 공정화에 관한 법률? 제11조에 따른 것으로, 최종합격자를 제외한 구직자를 대상으로 기제출한 채용서류를 반환받을 수 있습니다. 본 채용에 응시한 구직자 중 최종합격이 되지 못한 구직자는 2022년 11월 12일부터 2022년 12월 12일까지 제출한 채용서류의 반환을 청구할 수 있음을 알려드립니다. 다만, 홈페이지 또는 전자우편으로 제출된 경우나 구직자가 당사의 요구 없이 자발적으로 제출한 경우에는 그러하지 아니하며, 천재지변이나 그 밖에 당사에게 책임 없는 사유로 채용서류가 멸실된 경우에는 반환한 것으로 봅니다. □ 또한, 채용서류 반환 청구를 하려는 구직자는 채용서류 반환청구서[채용절차의 공정화에 관한 법률 시행규칙 별지 제3호 서식]를 작성하여 팩스(02-2091-6267) 또는 이메일(jink0206@dobong.go.kr)로 제출하면, 제출이 확인된 날로부터 14일 이내에  지정한 주소지로 등기우편을 통하여 발송해 드립니다.  □ 구직자의 반환 청구에 대비하여 2022년 12월 12일까지 채용서류를 보관하게 되며, 그때까지 채용서류의 반환을 청구하지 아니할 경우에는 ?개인정보 보호법?에 따라 지체 없이 채용서류 일체를 파기할 예정입니다.  □ 채용일정(심사장소) 및 근로기간 등은 사정에 따라 변경될 수 있습니다. □ 자세한 사항은 도봉구청 자원순환과(☏ 2091-3265)로 문의하시기 바랍니다.  <!--[if !supportEmptyParas]--> <!--[endif]-->  본 모집 사업은 매년 예산에 따라 고용 여부 및 규모가 결정되는 단절사업으로, 다음연도 근로계약에 대한 보장이 없습니다.",방문 접수 또는 전자우편 접수(내용참조),채용 신청서.hwp,,민간,도봉구 방학동 청소업무지원 모집,주5일,무관,모집 완료 시 마감
